lsoa,os,left,right,top,bottom
E01001109,E00005521,-0.094594947,-0.081191248,51.39167737,51.38112262
E01001110,E00005524,-0.104183104,-0.092011666,51.38519944,51.38144228
E01001111,E00005534,-0.093136987,-0.082825583,51.39978431,51.39418946
E01001112,E00005525,-0.088638221,-0.077093893,51.39747767,51.38941753
E01001113,E00005540,-0.093787405,-0.084556511,51.39667765,51.38944833
E01001114,E00005546,-0.098873737,-0.088958463,51.39502694,51.3887699
E01001115,E00005520,-0.106054938,-0.096450826,51.39173956,51.38385885
E01001116,E00005556,-0.100389099,-0.091211476,51.39203025,51.38679116
E01001117,E00005519,-0.110725423,-0.102452508,51.38816646,51.3831732
E01001118,E00005523,-0.10135201,-0.091938829,51.3880797,51.38260273
E01001119,E00005576,-0.055672812,-0.037993044,51.34477357,51.33605913
E01001120,E00005588,-0.063644603,-0.053009967,51.34938858,51.3398861
E01001121,E00005580,-0.073562939,-0.040616898,51.3422218,51.32125512
E01001122,E00005594,-0.079567943,-0.056647769,51.36276103,51.34794583
E01001123,E00005593,-0.070272408,-0.051268179,51.35821439,51.346022
E01001124,E00005575,-0.079420171,-0.066933347,51.35075587,51.34030155
E01001125,E00005582,-0.070094184,-0.056671211,51.34797306,51.34000532
E01001126,E00005573,-0.05660474,-0.045713991,51.34775009,51.34218893
E01001127,E00005629,-0.042196837,-0.029762362,51.37253896,51.36673193
E01001128,E00005633,-0.031064456,-0.023157768,51.37399399,51.36668885
E01001129,E00005626,-0.044412014,-0.031423768,51.37575365,51.36811154
E01001130,E00005609,-0.031562144,-0.023195514,51.36924011,51.36479053
E01001131,E00005610,-0.044554144,-0.03652486,51.38934441,51.38485252
E01001132,E00005615,-0.049778759,-0.037469681,51.38621583,51.37523932
E01001133,E00005614,-0.046428164,-0.036345105,51.38143217,51.37273349
E01001134,E00005612,-0.0576985,-0.046683363,51.38289604,51.37404306
E01001135,E00005617,-0.037107711,-0.023617011,51.37937342,51.36991148
E01001136,E00005670,-0.083447273,-0.074255708,51.40080869,51.39322645
E01001137,E00005656,-0.090090557,-0.079326687,51.4176184,51.40887459
E01001138,E00005657,-0.083828554,-0.072803289,51.41545371,51.40876641
E01001139,E00005669,-0.087441577,-0.07929691,51.40544031,51.39960938
E01001140,E00005659,-0.086838893,-0.072841573,51.41106165,51.40491776
E01001141,E00005660,-0.077194104,-0.069902462,51.40739602,51.40172592
E01001142,E00005664,-0.081500447,-0.071570446,51.40855308,51.39949934
E01001143,E00005667,-0.072773185,-0.063109995,51.40599147,51.39926179
E01001144,E00005655,-0.085522141,-0.076982449,51.40178882,51.39789531
E01001145,E00005662,-0.07615687,-0.066253746,51.40156925,51.39723003
E01001146,E00005724,-0.097991668,-0.089763395,51.4086231,51.40243198
E01001147,E00005722,-0.110018271,-0.098096088,51.40839002,51.40392083
E01001148,E00005718,-0.10091585,-0.091396715,51.4103861,51.40512282
E01001149,E00005720,-0.09423228,-0.085677646,51.40866642,51.40327241
E01001150,E00005733,-0.092598517,-0.083011676,51.40744956,51.39984416
E01001151,E00005713,-0.107943012,-0.100627055,51.40583626,51.40031266
E01001152,E00005714,-0.102741842,-0.095880536,51.40541479,51.398946
E01001153,E00005726,-0.098142955,-0.090870316,51.40475107,51.39947413
E01001154,E00005715,-0.096811098,-0.08555288,51.4015769,51.39697461
E01001155,E00005716,-0.100781294,-0.092508645,51.40069475,51.39503893
E01001156,E00005772,-0.097635311,-0.085025456,51.41863357,51.41150563
E01001157,E00005765,-0.112225516,-0.101336511,51.41767886,51.40734399
E01001158,E00005787,-0.097247844,-0.086547394,51.41301051,51.40743467
E01001159,E00005773,-0.108037624,-0.091964319,51.4196459,51.41090203
E01001160,E00005764,-0.107950593,-0.095602332,51.41383616,51.40785938
E01001161,E00005766,-0.11559353,-0.105583416,51.41232636,51.40534646
E01001162,E00005767,-0.099300406,-0.088750692,51.42281765,51.41451623
E01001163,E00005777,-0.106613123,-0.095731793,51.42270603,51.41760835
E01001164,E00005769,-0.091017341,-0.078535802,51.42030552,51.41647363
E01001165,E00005850,-0.120688761,-0.108932995,51.37376181,51.36962226
E01001166,E00005825,-0.111280118,-0.101372781,51.37550302,51.36593772
E01001167,E00005823,-0.124107803,-0.107519788,51.37143104,51.36105912
E01001168,E00005812,-0.120493098,-0.106555825,51.37163358,51.36688871
E01001169,E00005819,-0.113664721,-0.10696585,51.36757365,51.35861974
E01001170,E00005814,-0.105785454,-0.097794166,51.36759374,51.35868922
E01001171,E00005816,-0.111119989,-0.09954073,51.36802119,51.35880146
E01001172,E00005818,-0.12471521,-0.111695703,51.36466203,51.35193103
E01001173,E00005820,-0.118708985,-0.097784643,51.35972092,51.34504238
E01001174,E00005889,-0.126773777,-0.115996711,51.39713553,51.39133482
E01001175,E00005862,-0.113961418,-0.106566299,51.39595766,51.38974406
E01001176,E00005861,-0.127681161,-0.113728072,51.39545826,51.38922928
E01001177,E00005871,-0.1344073,-0.121399502,51.3948311,51.38677302
E01001178,E00005901,-0.115898275,-0.103766171,51.3928189,51.38734454
E01001179,E00005866,-0.120985153,-0.114637865,51.39116016,51.38721896
E01001180,E00005875,-0.125249471,-0.11420484,51.39075589,51.3853847
E01001181,E00005868,-0.117561296,-0.107351341,51.39024293,51.38608533
E01001182,E00005880,-0.12569552,-0.116384142,51.40189673,51.39724421
E01001183,E00005867,-0.119760435,-0.111137481,51.39873367,51.39254468
E01001184,E00005884,-0.127897887,-0.117672194,51.39953525,51.39431769
E01001185,E00005911,-0.073134699,-0.064576069,51.3899127,51.38453252
E01001186,E00005917,-0.074306139,-0.06397878,51.3941435,51.38870835
E01001187,E00005914,-0.082589326,-0.071284435,51.38972428,51.38580449
E01001188,E00005950,-0.077085332,-0.066841914,51.39685517,51.39091648
E01001189,E00005915,-0.065238134,-0.057077794,51.39296313,51.38745484
E01001190,E00005935,-0.066882968,-0.052644392,51.4015606,51.39644222
E01001191,E00005913,-0.074843896,-0.066754172,51.39903179,51.39323529
E01001192,E00005912,-0.070952107,-0.058843704,51.39896499,51.39438427
E01001193,E00005920,-0.080854257,-0.071612493,51.39323933,51.38824307
E01001194,E00005948,-0.066889944,-0.050349015,51.40114486,51.39025873
E01001195,E00005972,-0.280717462,-0.2684362,51.52442909,51.51601989
E01001196,E00005975,-0.271706364,-0.259127621,51.5207951,51.51387988
E01001197,E00005966,-0.288547353,-0.270550652,51.51815632,51.51017873
E01001198,E00005983,-0.269110287,-0.26210621,51.51646094,51.51297507
E01001199,E00005987,-0.273135497,-0.267827059,51.51572173,51.51159955
E01001200,E00005993,-0.266218559,-0.260694532,51.51444307,51.50814486
E01001201,E00005991,-0.26953111,-0.264012278,51.51482786,51.5088435
E01001202,E00005968,-0.274911711,-0.267221002,51.51197443,51.50673529
E01001203,E00005967,-0.269147207,-0.263051137,51.50984793,51.50651789
E01001204,E00006022,-0.328283889,-0.322781407,51.52457479,51.51687467
E01001205,E00006012,-0.335802144,-0.324948947,51.52090861,51.51206654
E01001206,E00006018,-0.333178599,-0.32714546,51.52487485,51.51769156
E01001207,E00006011,-0.32755179,-0.319723652,51.51858644,51.51287435
E01001208,E00006017,-0.333693808,-0.315995717,51.53159244,51.52219859
E01001209,E00006015,-0.319720877,-0.308983942,51.53123965,51.52414459
E01001210,E00006016,-0.334649711,-0.326101269,51.53145239,51.52422919
E01001211,E00006013,-0.315019578,-0.308340729,51.52748542,51.52132053
E01001212,E00006021,-0.324007197,-0.31141724,51.52560589,51.52081078
E01001213,E00006075,-0.380813118,-0.371782685,51.51642133,51.51177082
E01001214,E00006067,-0.372331706,-0.36059332,51.51918964,51.51296528
E01001215,E00006081,-0.379267538,-0.37051719,51.51530635,51.51069911
E01001216,E00006084,-0.371636319,-0.363763145,51.51420742,51.51072784
E01001217,E00006057,-0.367837661,-0.357677066,51.52436469,51.51761238
E01001218,E00006058,-0.361663793,-0.354031335,51.52425418,51.51536187
E01001219,E00006063,-0.365169555,-0.35833862,51.52010454,51.51430051
E01001220,E00006065,-0.365305419,-0.34383085,51.52181922,51.50941895
E01001221,E00006100,-0.308576316,-0.299023375,51.51700551,51.5103984
E01001222,E00006121,-0.321833046,-0.310881781,51.5165203,51.51090297
E01001223,E00006091,-0.305165483,-0.296487986,51.52319783,51.5185443
E01001224,E00006097,-0.323069844,-0.313880687,51.52196469,51.51601157
E01001225,E00006092,-0.306663571,-0.298149379,51.52267022,51.51385768
E01001226,E00006093,-0.314916094,-0.304925462,51.52282596,51.51659217
E01001227,E00006109,-0.319558462,-0.309977808,51.52030454,51.51500755
E01001228,E00006099,-0.31862583,-0.30722113,51.51808926,51.512293
E01001229,E00006139,-0.304733975,-0.2944378,51.50464842,51.49945054
E01001230,E00006143,-0.30592297,-0.298922187,51.50867931,51.50326001
E01001231,E00006149,-0.294324293,-0.280558017,51.50817985,51.50069205
E01001232,E00006140,-0.298473879,-0.289993043,51.50776912,51.50146442
E01001233,E00006142,-0.307084006,-0.300023578,51.50466514,51.49836354
E01001234,E00006164,-0.296095602,-0.287459214,51.51599466,51.50679624
E01001235,E00006136,-0.300355998,-0.29014426,51.51648372,51.51106318
E01001236,E00006137,-0.305583673,-0.296832752,51.51307674,51.50780421
E01001237,E00006138,-0.300060064,-0.292248141,51.51312836,51.50347263
E01001238,E00006182,-0.266478292,-0.256326561,51.52562897,51.51458622
E01001239,E00006195,-0.26173759,-0.250251345,51.52813901,51.51739988
E01001240,E00006204,-0.257073995,-0.249195471,51.52122788,51.51394186
E01001241,E00006207,-0.263251486,-0.251407369,51.51787218,51.50712273
E01001242,E00006212,-0.262594036,-0.254364953,51.51565186,51.50923784
E01001243,E00006213,-0.252375498,-0.245086912,51.5141303,51.50671992
E01001244,E00006184,-0.26371928,-0.248665083,51.50966163,51.50567099
E01001245,E00006185,-0.251131154,-0.245711936,51.50850499,51.50433986
E01001246,E00006190,-0.266802463,-0.245297077,51.53533663,51.52419138
E01001247,E00006181,-0.284175511,-0.261604783,51.53043118,51.51935093
E01001248,E00006264,-0.344502617,-0.324870777,51.504857,51.49503022
E01001249,E00006228,-0.328209858,-0.31949682,51.51353364,51.50973888
E01001250,E00006231,-0.335042715,-0.323623332,51.51321829,51.50674996
E01001251,E00006229,-0.34383085,-0.332897607,51.51213679,51.50776497
E01001252,E00006227,-0.340667139,-0.331494013,51.51057953,51.50466353
E01001253,E00006251,-0.339974442,-0.330436457,51.50625683,51.50068334
E01001254,E00006226,-0.34527658,-0.337416425,51.50879028,51.50240678
E01001255,E00006254,-0.334055301,-0.326171578,51.50860741,51.50241081
E01001257,E00006282,-0.380408186,-0.37251933,51.53594527,51.53105311
E01001258,E00006279,-0.369865136,-0.361252606,51.53611068,51.52864309
E01001259,E00006304,-0.366646169,-0.35456942,51.53220065,51.52708504
E01001260,E00006293,-0.352627957,-0.344418877,51.53440572,51.525806
E01001261,E00006300,-0.357621613,-0.348928739,51.53184205,51.52109227
E01001262,E00006273,-0.371915448,-0.363554629,51.5399605,51.53079345
E01001263,E00006271,-0.379268609,-0.366607424,51.54176854,51.53438642
E01001264,E00006277,-0.366153838,-0.35627668,51.53957506,51.53095859
E01001265,E00006322,-0.365807485,-0.351500775,51.54518029,51.53776391
E01001266,E00006319,-0.346227684,-0.329772528,51.54630148,51.53441191
E01001267,E00006313,-0.354535218,-0.342805984,51.5407968,51.53122413
E01001268,E00006334,-0.359100204,-0.349568216,51.53829403,51.53095423
E01001269,E00006314,-0.347986452,-0.337781575,51.55407268,51.54601856
E01001270,E00006317,-0.360152876,-0.349011406,51.55238557,51.54521949
E01001271,E00006315,-0.355690115,-0.343786222,51.55358606,51.5455544
E01001272,E00006321,-0.356626885,-0.341357997,51.54793713,51.53654886
E01001273,E00006357,-0.291596685,-0.283481586,51.52651375,51.51504393
E01001274,E00006362,-0.286949431,-0.278515393,51.52355416,51.51563826
E01001275,E00006356,-0.301618832,-0.288186658,51.52362426,51.51540085
E01001276,E00006368,-0.291721265,-0.277880542,51.53862568,51.53159879
E01001277,E00006358,-0.306135605,-0.285978179,51.53676993,51.52580253
E01001278,E00006353,-0.294798904,-0.282980599,51.53204848,51.52164366
E01001279,E00006352,-0.306471195,-0.298053431,51.53059807,51.52431866
E01001280,E00006354,-0.305713381,-0.2897007,51.52856517,51.52107005
E01001281,E00006377,-0.310099631,-0.303126224,51.53176974,51.52187191
E01001282,E00006401,-0.338119139,-0.331359686,51.52805207,51.51988019
E01001283,E00006428,-0.346323383,-0.333969557,51.52834063,51.52215024
E01001284,E00006404,-0.351154562,-0.339903097,51.52766556,51.51646804
E01001285,E00006400,-0.343849183,-0.335344181,51.52549877,51.51708133
E01001286,E00006406,-0.337623497,-0.329758876,51.52246355,51.51394512
E01001287,E00006403,-0.347441013,-0.339978785,51.52178013,51.51930076
E01001288,E00006410,-0.342504132,-0.3336971,51.51915315,51.51458289
E01001289,E00006414,-0.336931673,-0.329862388,51.51756237,51.51218645
E01001290,E00006419,-0.351708278,-0.333263918,51.51717515,51.51099151
E01001291,E00006444,-0.372850972,-0.361367278,51.53075479,51.5254507
E01001292,E00006443,-0.364808254,-0.355945014,51.52823324,51.52375556
E01001293,E00006446,-0.371208818,-0.364101843,51.52867561,51.52260419
E01001294,E00006445,-0.378418634,-0.369870028,51.52984585,51.52049302
E01001295,E00006448,-0.37473839,-0.366669275,51.52651899,51.52157689
E01001296,E00006455,-0.374827575,-0.364274161,51.52348998,51.51861791
E01001297,E00006454,-0.383456849,-0.373402043,51.52240259,51.51599004
E01001298,E00006460,-0.376076226,-0.367712026,51.52009579,51.5151491
E01001299,E00006474,-0.32979563,-0.319865028,51.50214701,51.49592961
E01001300,E00006483,-0.313600899,-0.305651621,51.50046858,51.49594778
E01001301,E00006488,-0.311749807,-0.29764422,51.50053898,51.49441779
E01001302,E00006494,-0.32459077,-0.308755315,51.49936145,51.49342466
E01001303,E00006478,-0.315761878,-0.306551427,51.5029541,51.49845219
E01001304,E00006475,-0.313861444,-0.305735445,51.49662838,51.4920062
E01001305,E00006476,-0.331065926,-0.321010722,51.50530555,51.50040517
E01001306,E00006477,-0.32375136,-0.31541779,51.50450017,51.49823326
E01001307,E00006517,-0.341344736,-0.328878418,51.55285967,51.54261932
E01001308,E00006531,-0.335207739,-0.307155615,51.55203392,51.54164925
E01001309,E00006521,-0.35474573,-0.339825671,51.55968385,51.5524177
E01001310,E00006541,-0.362245712,-0.350865368,51.55873037,51.55338938
E01001311,E00006518,-0.349864366,-0.336950781,51.55803558,51.55242873
E01001312,E00006519,-0.3391592,-0.32891763,51.557,51.55074498
E01001313,E00006525,-0.331466959,-0.31916997,51.55578737,51.54990211
E01001314,E00006526,-0.333124761,-0.322120824,51.55511835,51.54577427
E01001315,E00006563,-0.360641952,-0.354414488,51.55536416,51.54838421
E01001316,E00006561,-0.366939756,-0.360111542,51.55729398,51.54977939
E01001317,E00006567,-0.380788868,-0.369770192,51.55499788,51.54885884
E01001318,E00006565,-0.370633127,-0.362058391,51.55508639,51.54845596
E01001319,E00006581,-0.364757924,-0.357594109,51.55143828,51.54688341
E01001320,E00006571,-0.395082413,-0.379466082,51.55337998,51.54459419
E01001321,E00006560,-0.383363318,-0.372928529,51.55038921,51.54146404
E01001322,E00006558,-0.37443594,-0.356321232,51.55060975,51.53984693
E01001323,E00006555,-0.376748723,-0.367865643,51.54876416,51.54056424
E01001324,E00006598,-0.385028859,-0.374392847,51.54316645,51.53622709
E01001325,E00006601,-0.419656345,-0.397209296,51.54258789,51.53312842
E01001326,E00006599,-0.398729232,-0.377566048,51.54800754,51.53838453
E01001327,E00006607,-0.401256487,-0.39084058,51.5416903,51.53301165
E01001328,E00006611,-0.393388926,-0.381248472,51.54118355,51.53301216
E01001329,E00006613,-0.405022579,-0.393222222,51.54043689,51.53245587
E01001330,E00006597,-0.390258137,-0.378805661,51.53785243,51.52955475
E01001331,E00006628,-0.399332233,-0.389863959,51.53536095,51.53094393
E01001332,E00006634,-0.386616866,-0.378972017,51.53325323,51.52941583
E01001333,E00006644,-0.382762279,-0.37175036,51.50539952,51.50024554
E01001334,E00006651,-0.376580657,-0.367112018,51.50296745,51.49810951
E01001335,E00006657,-0.373616164,-0.357892393,51.50052751,51.49217439
E01001336,E00006642,-0.377885639,-0.36791248,51.49907066,51.49049953
E01001337,E00006643,-0.361664312,-0.335472459,51.51099151,51.49601436
E01001338,E00006647,-0.379201616,-0.354928242,51.51130908,51.50101991
E01001339,E00006641,-0.37007644,-0.353737597,51.50944713,51.49779094
E01001340,E00006669,-0.356172453,-0.348559219,51.50880445,51.50427827
E01001341,E00006690,-0.316076242,-0.308539156,51.54379847,51.53394023
E01001342,E00006673,-0.313516586,-0.30473528,51.54472419,51.53892656
E01001343,E00006688,-0.324133149,-0.312951921,51.54445271,51.53671031
E01001344,E00006694,-0.331823743,-0.317615607,51.54232028,51.53359046
E01001345,E00006701,-0.311812632,-0.305885619,51.53945131,51.53290069
E01001346,E00006677,-0.338286708,-0.33002953,51.53955641,51.53407521
E01001347,E00006676,-0.323040144,-0.302731845,51.5392651,51.52880592
E01001348,E00006674,-0.333977965,-0.320984143,51.53799951,51.52894078
E01001349,E00006675,-0.345979592,-0.327657367,51.53597074,51.52733864
E01001350,E00006738,-0.2883867,-0.27439874,51.51504107,51.50973632
E01001351,E00006743,-0.279424319,-0.26805503,51.51163121,51.50441351
E01001352,E00006744,-0.288215315,-0.281211054,51.51219852,51.50685624
E01001353,E00006723,-0.284434852,-0.272671844,51.50698923,51.50182219
E01001354,E00006716,-0.286908672,-0.275621984,51.51087534,51.50462348
E01001355,E00006713,-0.270179792,-0.26371928,51.50681643,51.50078563
E01001356,E00006715,-0.275041025,-0.270110284,51.50703273,51.50229263
E01001357,E00006726,-0.273235187,-0.268490578,51.50643977,51.49942422
E01001358,E00006714,-0.280856072,-0.270354385,51.50344968,51.49728487
E01001359,E00006775,-0.389083564,-0.381486236,51.51469834,51.50989731
E01001360,E00006764,-0.384322264,-0.376352794,51.5119328,51.50746239
E01001361,E00006762,-0.3822564,-0.366171526,51.51209492,51.50608685
E01001362,E00006765,-0.388871615,-0.377523824,51.51040996,51.5044903
E01001363,E00006772,-0.390677815,-0.383529499,51.51576042,51.51101995
E01001364,E00006760,-0.386536725,-0.379802211,51.51750413,51.51175951
E01001365,E00006761,-0.403888833,-0.384724471,51.51300398,51.50292155
E01001366,E00006806,-0.397070069,-0.389142455,51.50444723,51.49969154
E01001367,E00006789,-0.388802073,-0.378715994,51.5059336,51.49753139
E01001368,E00006791,-0.399026794,-0.387672918,51.50288893,51.49855024
E01001369,E00006790,-0.383323307,-0.376129876,51.50105815,51.4961349
E01001370,E00006796,-0.406906087,-0.389318698,51.50365567,51.49538484
E01001371,E00006792,-0.393524406,-0.381561409,51.50079039,51.49463675
E01001372,E00006794,-0.385750892,-0.378777135,51.49940823,51.4951976
E01001373,E00006804,-0.389600944,-0.382233833,51.50542,51.50058145
E01001374,E00006825,-0.270353071,-0.264835836,51.50297012,51.49621806
E01001375,E00006829,-0.26202323,-0.252782813,51.50429036,51.49908736
E01001376,E00006824,-0.266172709,-0.258945005,51.5052581,51.50007882
E01001377,E00006820,-0.263153514,-0.253375626,51.50042009,51.49540418
E01001379,E00006835,-0.265201554,-0.256659829,51.5012922,51.49754729
E01001380,E00006821,-0.274261144,-0.266120192,51.49942506,51.49390128
E01001381,E00006823,-0.264573959,-0.250925247,51.50670248,51.50120624
E01001382,E00006867,-0.318300565,-0.308543136,51.50929367,51.50246068
E01001383,E00006869,-0.327420413,-0.321517652,51.5083655,51.50396162
E01001384,E00006875,-0.322742248,-0.315908484,51.50786324,51.50288889
E01001385,E00006871,-0.321076329,-0.310505769,51.50443416,51.4995463
E01001386,E00006870,-0.313366758,-0.305075222,51.51086383,51.50180815
E01001387,E00006868,-0.316549148,-0.305423609,51.51272995,51.50553252
E01001388,E00006878,-0.322302038,-0.313005965,51.51193234,51.50587009
E01001389,E00006896,-0.329196414,-0.319538085,51.51051224,51.50611169
E01001390,E00006922,-0.127674225,-0.119641327,51.61420302,51.60861717
E01001391,E00006910,-0.116743889,-0.10970868,51.61259653,51.60830704
E01001392,E00006926,-0.135282848,-0.124839278,51.61392181,51.60933266
E01001393,E00006917,-0.123087075,-0.114774515,51.61320264,51.60819897
E01001394,E00006927,-0.110159364,-0.099246612,51.61423554,51.60878907
E01001395,E00006911,-0.102372256,-0.089424966,51.61286957,51.60840139
E01001396,E00006913,-0.113942381,-0.102128917,51.6109233,51.60801719
E01001397,E00006919,-0.105580711,-0.086579051,51.61637046,51.61147955
E01001398,E00006953,-0.078281871,-0.067385583,51.64176448,51.63695009
E01001399,E00006958,-0.081473938,-0.066025725,51.63863842,51.63184126
E01001400,E00006952,-0.084900309,-0.071438678,51.64124938,51.63319542
E01001401,E00006950,-0.070164708,-0.060957629,51.64247342,51.63720748
E01001402,E00006964,-0.094842585,-0.080206549,51.63653578,51.63148369
E01001403,E00006949,-0.087669958,-0.072042457,51.63591446,51.62817605
E01001404,E00006974,-0.089952892,-0.07823095,51.63216914,51.62178088
E01001405,E00006978,-0.079687774,-0.07034515,51.64874273,51.64031614
E01001406,E00006980,-0.072955133,-0.061251094,51.64555726,51.63931354
E01001407,E00006993,-0.080869811,-0.05509357,51.67570001,51.66293913
E01001408,E00007000,-0.089323418,-0.082423342,51.66715459,51.6626256
E01001409,E00007012,-0.065637078,-0.056775507,51.66571434,51.66002887
E01001410,E00006997,-0.065819943,-0.056843915,51.66887541,51.66211254
E01001411,E00007004,-0.085438962,-0.07678419,51.66794694,51.66112044
E01001412,E00007029,-0.163589846,-0.048955756,51.69187414,51.66536536
E01001413,E00006991,-0.094028891,-0.073634378,51.67212303,51.66598718
E01001414,E00007003,-0.101078619,-0.088180761,51.67146613,51.6638336
E01001415,E00007058,-0.15466557,-0.141973039,51.66319026,51.64208155
E01001416,E00007035,-0.130298166,-0.116105454,51.6493376,51.64186887
E01001417,E00007050,-0.176315819,-0.121031401,51.68591923,51.65240236
E01001418,E00007038,-0.147556743,-0.133531861,51.65317551,51.64336289
E01001419,E00007037,-0.13787416,-0.124858603,51.65480305,51.64195381
E01001420,E00007042,-0.146159982,-0.133072413,51.64554987,51.6390257
E01001421,E00007034,-0.142321056,-0.130271039,51.64339389,51.63652527
E01001422,E00007052,-0.185891601,-0.160751963,51.67267599,51.65797022
E01001423,E00007075,-0.071799303,-0.062106602,51.62729538,51.622244
E01001424,E00007096,-0.065942873,-0.061253023,51.62507964,51.62102484
E01001425,E00007076,-0.072917054,-0.061243318,51.62296159,51.61457997
E01001426,E00007101,-0.060538572,-0.048066485,51.62265675,51.61736357
E01001427,E00007074,-0.057711413,-0.025896838,51.62209662,51.61129068
E01001428,E00007103,-0.072172067,-0.063494059,51.62457518,51.62020792
E01001429,E00007093,-0.062415372,-0.052416413,51.62714268,51.62046612
E01001430,E00007077,-0.063697531,-0.058723122,51.62201229,51.61653275
E01001431,E00007078,-0.059941604,-0.050652541,51.61929409,51.61481291
E01001432,E00007080,-0.064782124,-0.053627733,51.61760827,51.61341333
E01001433,E00007128,-0.035642347,-0.027155287,51.6684021,51.65779073
E01001434,E00007126,-0.041480723,-0.030946723,51.66418477,51.65879294
E01001435,E00007125,-0.045131515,-0.03636097,51.66456329,51.66042887
E01001436,E00007130,-0.044290169,-0.036649914,51.66107803,51.65507058
E01001437,E00007127,-0.045882242,-0.008948853,51.66664762,51.6475308
E01001438,E00007124,-0.038455307,-0.02963085,51.66029724,51.65375245
E01001439,E00007129,-0.049448916,-0.042202568,51.66482598,51.65519882
E01001440,E00007136,-0.0517518,-0.041451696,51.65947565,51.65082217
E01001441,E00007151,-0.044098088,-0.031663557,51.66902313,51.66400955
E01001442,E00007167,-0.041397971,-0.03612351,51.67233079,51.66796519
E01001444,E00007193,-0.035270121,-0.026736167,51.68254129,51.67496609
E01001445,E00007177,-0.028597496,-0.010287553,51.68210661,51.66719666
E01001446,E00007197,-0.039853057,-0.031327075,51.67689072,51.67145048
E01001447,E00007168,-0.033831147,-0.026894735,51.67605404,51.67052193
E01001448,E00007174,-0.037662092,-0.029428877,51.67220959,51.66826708
E01001449,E00007173,-0.03075499,-0.022234517,51.67202622,51.66595158
E01001450,E00007218,-0.085919142,-0.074962745,51.65233343,51.641244
E01001451,E00007216,-0.094884138,-0.078324721,51.6526332,51.63953334
E01001452,E00007225,-0.096145051,-0.08321806,51.64809317,51.6358242
E01001453,E00007208,-0.111851,-0.093566028,51.6498004,51.63831443
E01001454,E00007229,-0.105512454,-0.092933305,51.64636377,51.63924349
E01001455,E00007209,-0.087762408,-0.078659774,51.6426903,51.63585081
E01001456,E00007241,-0.100035144,-0.089417173,51.64090232,51.6351352
E01001457,E00007210,-0.098263018,-0.085793052,51.65383494,51.64877372
E01001458,E00007274,-0.082908185,-0.071721293,51.61819108,51.61419485
E01001459,E00007248,-0.073865781,-0.063337174,51.63414163,51.62934278
E01001460,E00007250,-0.067176122,-0.061116324,51.63024771,51.62520283
E01001461,E00007254,-0.078752563,-0.069385352,51.63184126,51.62442213
E01001462,E00007249,-0.071355291,-0.064576336,51.63011783,51.62658639
E01001463,E00007253,-0.082077133,-0.074851142,51.62930458,51.6199892
E01001464,E00007257,-0.078730323,-0.070717972,51.62554158,51.62003796
E01001465,E00007260,-0.086579051,-0.079350228,51.62462267,51.615691
E01001466,E00007265,-0.076450147,-0.071769092,51.62020794,51.6160895
E01001467,E00007264,-0.08037826,-0.07563943,51.62026416,51.61617795
E01001468,E00007324,-0.11319815,-0.096395569,51.6727366,51.66144399
E01001469,E00007293,-0.104290816,-0.092177895,51.66482645,51.65921602
E01001470,E00007303,-0.127257979,-0.10142312,51.66676892,51.64989895
E01001471,E00007294,-0.110760908,-0.093880569,51.66343553,51.6559879
E01001472,E00007296,-0.097768229,-0.090365612,51.66107713,51.65360298
E01001473,E00007312,-0.122797137,-0.095805995,51.65385404,51.64350002
E01001474,E00007300,-0.107354303,-0.094295615,51.6591542,51.64973919
E01001475,E00007317,-0.127848593,-0.115979614,51.6517176,51.64570444
E01001476,E00007357,-0.052686457,-0.042638505,51.64085721,51.63683469
E01001477,E00007339,-0.050590806,-0.014794378,51.64015577,51.63137801
E01001478,E00007356,-0.064864581,-0.05639458,51.64197645,51.63259403
E01001479,E00007340,-0.060320763,-0.050197463,51.63725452,51.6312072
E01001480,E00007344,-0.070056342,-0.062034801,51.63900821,51.632259
E01001481,E00007335,-0.050965407,-0.039518127,51.6363324,51.63205789
E01001482,E00007337,-0.053315583,-0.043522084,51.63604803,51.63110974
E01001483,E00007336,-0.044340059,-0.015275905,51.63567137,51.62580337
E01001484,E00007354,-0.061220088,-0.050722141,51.64496057,51.63649133
E01001485,E00007405,-0.060431642,-0.052059423,51.62886625,51.62433389
E01001486,E00007376,-0.055814606,-0.044103228,51.62524766,51.62133129
E01001487,E00007383,-0.055708601,-0.049788845,51.63396779,51.62817123
E01001488,E00007385,-0.064618502,-0.055702908,51.63271987,51.62778749
E01001489,E00007387,-0.053987993,-0.043724588,51.63222784,51.62731391
E01001491,E00007391,-0.062019688,-0.054801598,51.6314696,51.62631473
E01001492,E00007378,-0.054418468,-0.045829976,51.62860537,51.62428225
E01001493,E00007420,-0.102391085,-0.092094171,51.62682352,51.62147844
E01001494,E00007427,-0.094398715,-0.088271344,51.62512738,51.61793174
E01001495,E00007417,-0.106149264,-0.099677598,51.62403962,51.61899769
E01001496,E00007419,-0.101544382,-0.092443776,51.62372814,51.61704478
E01001497,E00007422,-0.091186375,-0.082724981,51.62344714,51.6177628
E01001498,E00007430,-0.110812797,-0.100107116,51.62128845,51.61649637
E01001499,E00007434,-0.100592095,-0.085812568,51.61980232,51.61536292
E01001500,E00007444,-0.109589483,-0.098832497,51.61834247,51.61237798
